t;nwl1;nwl2;nwl3;nwl4;fprd1;fprd2;fprd3;fprd4;pstr1;pstr3;astrw;g2;ny;vcrf;v2
0.860000000000001;1993.6979046844992;2119.6570462023487;2095.6343489537826;2066.7475588704497;3248.700119953266;3052.788211913629;9735.067279518538;10860.79122788281;3.601181234629947;2.034154970575961;0.9912758240527866;-0.0895921714541846;-0.33627824318159494;258.70754150731955;0.13728442306233682
0.870000000000001;1994.429660130083;2120.5675723581635;2096.4138033339445;2067.5048700734033;3197.6201196330153;2901.156625944057;9629.907300272365;10730.771457214874;3.599429586064449;2.033921113297098;0.9951608324196973;-0.08936426101373782;-0.31491085439045535;258.7911829237664;0.1358292903319042
0.880000000000001;1995.1547891631549;2121.4677293612826;2097.1882858329036;2068.2555901463465;3174.886153578318;2822.801943607114;9339.422298385763;10313.579223592353;3.597662644377025;2.033681250213785;0.9895004597723596;-0.08913418909646126;-0.3038534270843165;258.874112424699;0.1343705670763496
0.890000000000001;1995.8673013814234;2122.3475201714086;2097.9622656419874;2068.993022514321;3203.912463507837;2863.7692943909396;8802.798592111418;9539.19098558455;3.595872637107785;2.0334377154599865;0.9682515179437644;-0.08890114512660023;-0.31135990336678937;258.9575453933715;0.1329083646885197
0.900000000000001;1996.5795586409201;2123.2264243287104;2098.7304062582784;2069.7291260392394;3212.8988666005803;2923.177524502289;8256.74195187518;8766.622330584734;3.5940705490759366;2.033188680153769;0.942683637119878;-0.08866591791927474;-0.31950564905273005;259.0371331031205;0.1314423198099381
0.910000000000001;1997.2921980346957;2124.105616071547;2099.491657114912;2070.4646746716085;3199.1361410367344;3006.1913434072953;7702.3365434732395;7991.545792229752;3.5922577071752904;2.032933623095977;0.9133339828861369;-0.0884286597378311;-0.3273640679689961;259.11231948326935;0.12997241818970362
0.920000000000001;1997.9936906745563;2124.9664362471635;2100.252568683035;2071.187666467362;3218.608442990183;3208.575420085911;6962.148658724015;6962.941178889971;3.590421709995234;2.032675535098036;0.8690685865560133;-0.08818824823525911;-0.3512283522783095;259.1860739598437;0.12849893479725846
0.930000000000001;1998.686408082104;2125.8126426805784;2101.011923477184;2071.9003566913348;3256.453347698483;3516.9297235530535;6082.1873815009385;5750.069822054303;3.5885647641055964;2.032414020689957;0.8119335727942857;-0.08794483888931803;-0.38759471816101804;259.2572201008828;0.12702179292433669
0.940000000000001;1999.3848363899751;2126.6702191106983;2101.751643678154;2072.6212309916787;3347.1603997924526;3787.561142849562;5586.42249519972;5068.738166829943;3.586713676727099;2.032138823150214;0.7784539431506976;-0.08770166829300098;-0.41580353873328874;259.33215890857923;0.12554084443422153
0.950000000000001;2000.0886119731292;2127.5387990235026;2102.470964760275;2073.350144606266;3501.3952407079655;4025.158766728117;5505.26542729789;4961.457927413731;3.584869045168105;2.031849476841196;0.7704552527336126;-0.08745885018927278;-0.43626141742363245;259.41168633347814;0.12405610686785178
